uber_cost,taxi_cost
160.55,161.97
192.08,193.02
32.88,29.97
82.87,81.81
112.51,112.77
22.72,24.54
106.2,112.0
38.9,42.91
84.64,88.87
57.44,53.4
13.6,9.01
148.27,147.27
91.06,90.09
23.38,27.53
36.58,37.16
147.45,145.56
59.1,64.62
171.37,173.19
70.56,69.85
67.28,67.88
114.86,115.67
60.73,60.27
78.75,79.78
49.12,48.98
145.86,147.04
151.51,153.15
84.33,82.39
135.03,134.17
39.0,34.35
187.49,188.75
114.67,113.94
153.71,152.53
90.16,88.74
122.18,119.87
45.6,45.87
133.0,129.71
150.81,147.29
123.64,119.5
145.67,146.13
96.73,94.26
186.06,183.57
143.18,145.19
172.14,172.75
48.79,50.14
137.0,135.46
148.94,144.25
181.1,178.18
63.79,62.68
143.87,141.47
69.74,69.03
98.13,97.09
72.9,72.01
133.94,132.01
139.54,144.52
100.65,102.38
31.05,34.99
34.83,38.65
190.09,192.29
105.32,102.5
130.03,128.96
122.5,126.23
42.36,43.63
188.09,188.43
128.06,130.22
135.49,140.72
106.83,107.96
91.66,89.23
35.39,31.2
27.86,27.12
179.92,181.22
132.97,129.94
87.84,86.32
179.38,180.72
164.62,166.26
51.47,51.58
82.05,85.66
58.75,57.37
165.46,166.01
75.63,78.06
187.96,190.37
183.83,185.7
152.1,149.22
100.91,99.24
169.08,166.78
140.6,139.35
147.67,147.47
73.22,72.2
38.79,34.97
149.39,149.96
196.6,196.0
178.7,177.86
86.91,85.25
29.62,30.59
163.83,164.09
19.72,17.21
17.68,17.94
74.53,77.79
103.22,106.53
191.51,192.22
101.79,104.46
57.13,57.1
179.46,179.21
34.77,34.4
120.27,120.04
133.86,135.37
92.98,92.25
48.47,49.46
183.04,179.77
201.8,196.67
120.6,117.31
14.01,17.23
11.96,9.08
25.11,26.68
22.25,17.11
23.93,23.88
91.36,89.43
95.77,94.29
53.73,54.79
31.42,30.98
73.06,74.91
179.12,174.26
162.49,165.94
92.33,91.47
92.93,90.06
101.14,96.62
92.02,90.53
19.62,22.47
107.09,102.12
166.23,167.07
179.28,179.91
38.43,36.17
28.72,32.57
135.0,132.6
22.9,19.35
82.56,84.45
91.94,92.75
141.3,141.5
170.28,172.27
180.43,180.46
11.79,13.61
150.51,151.28
161.81,163.95
58.19,56.58
54.78,57.55
192.48,188.17
57.42,54.4
148.72,153.63
49.19,47.43
89.39,92.07
17.91,16.82
59.54,61.37
123.69,123.31
68.02,70.75
110.45,112.01
23.57,24.97
118.38,115.69
160.33,160.27
32.21,30.98
28.31,29.59
99.35,101.36
188.57,192.42
69.92,64.01
47.85,48.73
76.63,74.34
68.43,69.03
198.16,198.27
82.04,79.48
193.41,196.91
49.14,53.24
120.78,116.84
44.72,48.82
62.92,62.78
107.48,107.72
159.49,156.76
110.76,113.92
186.95,185.46
47.58,46.4
84.45,84.5
86.5,84.14
138.92,137.15
99.23,97.06
35.17,40.39
148.2,148.04
185.81,184.51
200.39,200.61
195.99,200.02
25.77,22.05
28.39,29.0
71.83,74.19
95.41,91.68
63.69,62.12
94.94,97.42
