uber_cost,taxi_cost
51.77,47.03
25.52,28.79
179.95,183.03
156.78,154.07
98.23,103.08
118.59,118.5
71.95,71.81
124.88,126.97
119.42,119.34
144.24,148.48
129.39,129.97
72.41,69.4
47.99,47.93
167.85,163.21
57.77,57.02
100.94,100.65
78.62,79.12
176.16,176.3
130.96,131.01
176.83,173.84
140.62,139.26
53.71,57.93
50.49,48.63
31.56,36.99
143.5,143.84
185.24,180.98
134.87,129.03
132.91,131.05
80.78,82.54
17.82,14.6
81.55,79.26
32.85,34.67
68.83,66.03
21.48,22.73
34.9,33.41
58.29,59.31
92.96,88.27
13.54,11.64
188.48,190.86
77.2,75.53
63.46,63.26
197.48,196.19
37.26,42.43
201.63,197.17
142.73,141.81
129.03,129.48
78.5,77.25
111.33,115.55
68.6,69.36
11.47,12.82
46.34,48.55
109.72,107.9
25.93,24.79
49.34,49.33
160.71,160.86
58.22,59.41
144.33,143.66
104.36,107.17
99.47,104.38
131.72,129.61
16.3,15.87
172.77,168.48
186.34,184.99
79.88,84.47
29.46,31.67
76.22,77.67
64.94,66.92
71.96,71.87
176.01,172.69
123.45,122.16
105.55,101.65
42.09,47.89
106.96,103.24
99.81,98.09
159.95,163.78
172.44,174.77
185.15,184.95
95.84,91.61
34.53,31.54
159.72,158.38
118.91,118.08
133.2,131.91
198.8,196.28
81.08,82.09
71.15,73.95
126.44,127.19
105.49,103.89
181.34,181.46
195.68,198.87
156.24,158.04
89.25,86.5
49.26,51.82
151.98,151.71
155.6,154.82
21.36,26.64
45.58,45.69
182.2,180.69
120.67,119.26
187.43,191.71
88.11,84.12
92.95,91.82
184.44,183.7
157.11,159.26
190.23,189.62
147.73,151.28
186.43,188.46
181.1,181.1
159.57,160.56
94.76,92.64
179.74,184.76
29.17,27.69
96.69,95.1
188.86,189.37
149.21,152.82
156.46,157.69
87.89,90.2
119.51,118.23
45.38,43.83
197.66,199.66
91.65,91.06
26.37,24.17
108.52,106.97
184.97,188.77
161.89,160.49
98.8,98.89
76.77,76.09
54.37,50.93
161.64,163.25
37.8,39.29
181.2,183.4
122.31,119.38
68.74,71.21
96.69,95.82
99.0,99.5
12.83,12.99
133.88,134.0
95.76,96.74
32.55,36.94
87.81,87.68
99.66,100.03
160.3,161.18
