uber_cost,taxi_cost
105.26,107.21
155.52,159.15
160.53,161.45
106.16,107.01
181.79,183.51
38.29,34.6
64.6,66.75
15.41,18.67
97.52,99.39
29.95,28.4
85.5,82.64
104.28,106.07
39.46,35.85
132.96,131.3
127.15,130.51
157.47,160.38
152.05,148.82
145.83,143.27
197.55,198.66
117.71,114.85
168.82,167.24
30.73,31.58
125.34,124.06
130.25,131.81
94.75,94.78
157.73,160.93
113.51,112.37
192.15,196.36
137.29,136.11
72.14,72.94
70.39,70.8
145.85,145.55
190.5,187.98
164.98,167.34
83.5,80.64
65.36,60.13
43.86,41.85
52.72,50.49
79.03,76.68
120.66,122.0
196.9,197.64
115.25,114.46
164.53,164.35
145.86,143.12
171.12,171.19
191.29,190.52
77.05,76.52
100.22,103.33
88.07,90.76
124.58,125.02
24.4,27.6
60.83,59.33
23.8,27.29
16.67,21.24
65.55,63.93
107.04,104.23
89.03,94.4
128.83,132.69
71.89,69.53
6.03,9.76
133.75,135.45
193.85,190.17
38.27,37.45
36.89,39.74
173.43,177.02
36.99,31.76
149.82,151.58
81.2,77.25
93.85,95.72
41.84,40.49
158.99,157.51
64.09,62.09
140.67,144.34
96.27,93.72
32.45,28.58
52.73,55.39
123.97,124.82
34.34,35.03
37.77,36.99
45.62,46.35
23.03,24.92
18.05,17.11
18.11,19.05
134.83,137.62
160.76,155.69
77.31,78.01
143.37,144.66
43.54,41.56
71.18,73.46
141.1,143.75
59.31,59.04
38.76,38.41
143.75,146.34
118.25,116.44
119.48,117.55
83.44,80.61
21.47,22.6
66.97,67.11
176.9,177.65
52.83,51.84
73.73,72.4
176.2,178.09
87.42,87.48
181.32,179.89
41.69,41.1
33.45,34.09
174.85,175.22
108.4,103.06
109.01,110.27
138.98,137.58
62.62,65.26
194.29,192.44
180.99,181.96
61.06,62.79
179.96,180.73
138.61,138.26
177.33,180.29
101.46,103.51
154.1,154.02
173.55,173.3
144.55,144.78
152.12,157.38
100.52,102.29
63.77,60.4
31.37,29.89
44.8,46.64
193.88,193.78
186.11,183.64
99.0,102.96
105.78,105.66
99.08,96.17
