uber_cost,taxi_cost
178.57,177.36
55.4,57.16
169.09,173.71
79.56,80.81
85.25,88.96
48.33,43.83
99.15,98.14
35.56,33.37
86.96,86.54
38.25,40.85
42.73,40.77
134.14,134.84
146.1,150.65
85.97,83.19
30.83,32.35
160.91,156.73
194.95,192.58
44.88,45.11
133.52,131.24
16.23,17.18
158.93,159.84
186.51,184.41
118.38,123.22
168.89,165.98
150.26,147.24
29.99,31.58
70.04,73.4
6.69,11.9
89.72,91.8
18.99,19.2
126.9,128.25
182.69,181.53
43.77,42.31
118.27,116.57
60.58,64.8
153.73,152.54
35.39,38.63
58.65,61.97
81.61,83.7
155.06,157.79
26.53,22.44
151.63,148.72
77.55,78.44
194.32,195.31
69.67,68.88
93.41,90.55
42.54,38.53
32.46,30.07
164.73,162.56
63.89,63.75
57.93,54.37
42.46,47.66
164.39,164.85
68.18,70.51
7.75,7.1
99.1,96.23
24.8,24.94
174.28,176.7
36.69,40.54
118.66,115.54
72.79,76.48
68.4,69.81
149.92,149.44
198.11,198.16
126.19,130.06
126.69,125.86
130.64,127.7
142.79,142.12
160.55,160.46
180.26,181.92
16.23,14.84
9.69,6.14
192.46,189.57
82.63,82.11
162.09,158.09
129.67,127.07
172.37,174.64
30.55,31.44
25.0,21.53
85.25,82.89
134.75,133.9
87.93,85.22
20.51,19.81
44.89,42.9
40.76,39.12
29.72,27.89
57.51,57.17
92.92,92.91
124.31,122.25
180.35,179.85
175.71,174.82
141.48,136.69
139.49,141.3
154.79,155.64
90.62,90.36
101.51,97.48
9.03,12.54
17.79,19.21
43.81,46.96
134.44,130.97
30.73,32.1
173.9,171.08
121.42,120.54
197.6,202.61
137.5,137.71
152.61,152.77
51.04,53.0
52.99,54.48
140.81,141.12
67.85,63.88
130.31,131.64
90.76,88.23
31.68,36.4
51.17,50.74
135.88,140.51
22.0,19.54
106.28,106.1
43.76,43.16
134.8,134.86
74.12,76.96
7.13,9.45
141.0,144.77
29.37,26.55
143.2,142.85
30.42,29.43
33.16,29.03
185.27,189.64
105.26,103.47
162.63,159.76
28.46,28.37
176.73,177.5
72.3,73.42
62.72,64.35
71.84,74.77
100.92,99.12
194.63,191.29
91.38,89.08
31.0,34.06
199.61,195.85
144.16,147.3
170.7,170.82
165.28,169.76
7.7,11.33
88.29,84.28
103.65,107.0
154.73,158.77
30.33,30.32
54.28,55.12
59.92,57.76
53.95,54.07
88.35,87.09
58.67,60.62
33.44,32.87
133.69,132.46
104.96,103.71
165.65,168.01
58.38,55.81
126.61,130.48
183.21,186.87
128.19,128.02
32.73,29.38
26.33,22.98
60.0,59.05
72.9,67.42
46.3,47.26
99.19,98.37
153.53,157.4
9.08,8.94
192.8,188.89
174.63,172.57
164.55,165.72
182.11,178.32
178.5,177.47
86.65,87.15
169.51,167.75
186.57,186.74
183.69,183.99
73.54,75.09
91.43,94.23
198.33,196.21
98.78,97.02
120.84,120.13
179.69,177.16
29.28,33.04
22.04,18.39
5.93,10.46
25.19,26.66
33.73,32.77
44.61,40.26
86.04,89.8
75.89,74.03
39.09,37.23
89.23,88.66
110.83,112.36
185.73,183.0
22.72,21.32
174.07,170.12
74.95,74.88
23.05,23.8
147.77,146.57
55.86,60.36
174.03,174.64
116.5,119.69
65.12,67.33
165.59,164.93
32.09,31.79
111.35,108.93
36.24,34.92
196.85,197.73
96.94,92.48
143.71,141.93
117.92,115.4
153.45,155.61
28.31,27.34
39.22,36.58
110.83,109.41
9.9,13.16
196.45,199.29
76.45,74.99
47.07,43.45
85.68,87.19
77.4,78.09
151.31,149.51
86.43,86.96
99.14,101.61
196.42,198.12
65.46,66.63
149.16,144.1
21.93,19.95
178.63,179.57
183.26,184.34
90.3,88.78
167.75,168.92
41.46,44.29
65.05,64.65
193.35,192.29
168.3,165.28
70.83,68.96
127.39,130.84
191.94,189.12
198.99,199.67
93.54,92.83
144.54,143.34
33.67,31.46
101.72,101.01
38.6,34.66
136.81,133.39
35.72,38.14
137.19,141.24
54.41,54.41
91.47,90.7
6.36,10.48
60.01,62.34
64.46,69.26
117.44,117.9
145.75,146.75
192.57,188.2
101.3,103.92
84.64,81.16
33.55,35.99
41.37,43.03
50.78,47.22
89.24,89.33
136.22,136.72
128.03,125.68
18.22,20.26
119.31,120.29
114.49,114.4
93.38,97.13
98.16,93.52
167.21,166.11
137.08,135.49
64.76,59.89
192.66,191.52
14.27,12.62
24.0,23.63
78.58,82.65
16.44,15.4
51.59,47.61
55.06,53.02
37.98,37.57
168.95,167.75
103.06,107.41
165.31,165.36
105.48,106.43
88.61,86.55
32.22,31.95
93.07,89.25
43.17,46.96
129.93,131.0
159.7,162.96
25.2,22.82
192.01,192.78
142.89,138.54
197.34,199.61
172.53,175.16
85.96,81.85
132.71,129.83
132.32,135.46
37.47,37.18
182.5,183.57
135.18,140.15
151.4,151.13
90.02,85.0
139.03,137.63
25.34,25.28
143.18,139.43
