uber_cost,taxi_cost
150.57,153.87
145.97,144.16
169.71,168.69
33.11,35.92
149.32,153.45
121.94,119.66
64.52,63.87
93.59,90.41
131.15,128.09
17.98,17.61
171.08,166.36
36.59,41.12
135.93,134.02
146.74,146.55
155.14,155.72
10.74,9.64
52.8,55.0
72.29,75.17
77.91,76.45
41.97,42.74
140.12,143.19
133.7,133.68
116.46,118.76
28.48,24.82
84.25,87.55
165.43,165.46
30.05,25.83
83.02,80.81
66.51,69.97
174.76,176.88
116.76,112.12
36.43,37.82
149.63,151.3
16.79,12.48
180.43,181.37
196.37,195.81
131.1,128.77
25.42,28.93
121.49,119.1
183.11,185.88
143.67,146.1
11.06,15.19
139.02,138.82
80.43,77.85
8.28,11.19
106.1,108.67
88.57,92.63
170.82,170.23
126.17,130.3
187.12,189.88
144.29,142.37
170.23,173.84
138.79,138.49
81.27,79.14
100.62,100.49
184.08,185.75
50.1,47.13
80.1,82.95
21.44,25.01
161.2,161.19
50.14,51.99
105.19,108.68
131.25,132.66
118.83,120.69
189.89,185.5
150.96,150.57
30.73,35.38
178.44,177.62
147.88,148.66
109.21,109.56
107.1,107.59
78.69,83.01
82.0,85.54
81.46,82.08
39.37,38.97
177.48,175.26
114.99,112.27
98.21,98.09
173.37,173.8
65.69,69.38
143.61,145.38
166.09,170.75
40.41,41.84
149.56,147.33
134.02,132.36
116.69,114.38
73.37,71.87
54.07,53.84
45.3,46.07
70.51,70.39
11.74,13.38
129.86,129.6
62.91,65.16
138.72,136.11
116.45,111.43
27.71,25.88
82.91,85.41
108.23,108.8
151.34,148.01
162.34,166.38
64.9,61.45
14.59,12.67
55.45,56.28
159.7,157.05
47.61,43.07
166.24,166.54
105.7,106.26
53.71,51.67
64.79,63.19
18.86,20.95
194.82,194.67
147.19,144.51
30.29,25.88
174.96,171.18
130.92,131.23
189.41,189.65
20.58,19.3
135.27,140.21
186.29,187.38
57.63,57.47
50.61,53.96
65.07,63.0
13.72,16.64
126.23,126.6
31.99,33.63
91.44,95.91
110.73,110.45
164.9,167.03
12.93,12.65
120.5,115.06
10.41,7.4
132.21,132.84
148.67,152.89
184.55,186.4
8.25,11.32
37.71,37.46
150.05,154.33
145.63,142.44
56.06,59.31
186.63,185.3
8.61,9.8
135.86,136.21
147.17,147.22
181.98,181.16
28.37,30.16
198.4,195.17
31.85,30.21
165.07,167.87
75.98,75.11
48.96,49.69
6.02,5.42
134.53,131.99
167.01,171.98
86.58,84.18
112.07,112.13
142.88,143.68
89.35,87.18
192.0,192.82
114.41,113.06
52.36,50.67
190.87,191.55
56.63,59.58
139.81,141.71
149.66,150.31
25.74,26.37
18.48,22.34
94.18,91.1
96.34,99.29
35.09,33.44
75.63,76.52
109.85,109.09
43.78,44.2
163.7,160.16
115.3,111.94
20.05,17.05
85.11,88.95
123.82,123.24
59.54,57.92
20.82,17.32
183.58,184.09
131.69,134.94
98.92,98.71
6.08,9.02
80.13,81.5
100.46,98.33
12.61,11.59
167.51,170.98
198.07,197.62
23.86,22.02
169.81,172.96
28.83,31.84
12.51,12.08
35.14,34.24
28.11,31.28
87.31,92.23
133.17,138.4
100.94,105.73
76.32,79.07
76.92,72.65
63.84,63.59
15.71,14.68
148.55,148.55
101.58,104.74
146.65,147.51
201.55,198.72
109.53,107.55
83.89,83.14
184.5,182.73
189.71,191.95
65.05,67.91
100.44,102.45
93.51,91.81
12.07,13.94
50.24,48.82
117.56,117.44
149.04,146.67
111.1,114.89
62.86,60.5
58.5,53.53
201.1,202.79
41.39,42.12
23.08,23.51
155.33,158.36
175.37,176.51
183.81,180.4
154.2,152.01
57.99,55.73
40.2,42.4
89.79,90.43
141.79,139.38
27.78,27.21
19.8,19.5
152.01,150.03
160.26,156.66
63.8,64.89
89.81,89.58
164.68,167.96
54.41,54.73
10.83,9.11
134.3,133.36
106.95,108.03
93.5,90.22
166.45,162.96
85.61,90.87
8.89,11.01
72.15,70.16
99.45,94.68
161.66,162.92
122.42,120.98
196.13,199.77
25.73,26.23
114.4,115.17
168.1,167.24
129.14,131.35
30.17,34.37
37.11,41.17
26.91,27.19
57.56,59.73
77.54,79.73
158.48,161.19
59.42,60.15
83.06,83.73
38.46,33.9
24.56,27.42
38.27,38.26
197.38,195.37
130.77,130.17
134.7,134.82
38.34,39.42
180.69,185.3
148.84,146.44
22.29,27.14
23.88,22.0
196.66,193.13
17.67,20.0
79.12,80.72
137.64,136.2
124.2,123.47
141.38,145.35
134.0,131.87
59.09,58.08
184.26,182.56
49.61,45.51
147.06,148.35
117.98,116.56
96.72,97.69
15.87,14.5
49.25,50.59
173.46,173.65
178.84,178.23
112.95,110.83
163.03,163.62
190.69,191.26
73.78,69.08
176.09,175.56
140.06,138.89
29.66,26.19
193.14,197.22
176.95,175.79
19.72,22.48
121.06,121.67
89.15,91.13
115.58,117.46
35.6,34.16
141.46,144.23
46.53,46.19
167.72,168.8
90.52,93.24
62.59,62.16
7.62,12.01
67.65,66.33
122.6,123.51
117.73,118.52
127.14,124.53
113.68,113.85
28.98,32.63
109.9,107.35
20.66,17.69
59.52,56.97
118.26,121.61
28.79,26.58
9.13,8.44
81.15,82.97
169.8,169.23
158.95,158.05
41.93,39.03
177.0,176.21
185.93,182.21
152.17,155.51
14.58,13.45
54.59,52.11
193.79,190.02
192.33,192.53
72.76,70.95
148.1,147.78
107.1,105.56
33.44,28.19
50.0,52.72
37.14,40.7
94.28,92.9
170.48,169.16
21.74,22.39
126.85,123.73
18.64,18.95
91.99,87.33
47.61,48.83
198.48,197.97
69.53,65.45
20.73,18.37
14.95,12.79
9.64,13.89
85.6,83.72
169.73,167.32
189.51,190.39
161.23,162.94
81.35,79.6
164.29,163.98
82.35,83.66
148.58,150.78
169.27,170.69
46.13,45.7
126.11,124.79
132.94,136.58
196.86,201.51
43.69,43.3
120.9,118.89
14.05,14.53
103.67,103.25
88.88,86.75
143.36,147.01
23.39,19.11
73.13,76.5
43.73,43.48
52.46,50.08
16.59,15.74
186.53,181.43
173.59,175.37
11.46,12.83
156.46,156.93
70.99,73.18
29.88,30.97
33.48,36.78
175.91,170.56
150.05,150.58
8.61,8.65
72.58,70.62
85.16,84.58
61.81,61.91
51.26,46.9
57.78,53.3
10.96,7.67
26.99,26.28
163.14,163.27
126.27,130.0
83.66,83.2
134.92,130.73
170.99,168.6
130.7,130.25
72.36,71.39
177.09,173.76
99.69,101.87
138.1,142.83
85.59,87.15
154.0,154.9
190.41,187.19
190.84,190.59
44.22,48.16
186.64,184.51
42.57,43.25
59.26,57.99
163.5,162.49
108.98,110.06
136.74,136.67
133.8,134.85
132.0,131.61
161.13,160.06
199.49,200.49
187.42,187.97
111.97,110.07
122.65,124.39
89.8,90.5
25.63,25.25
141.44,144.12
145.95,147.48
91.36,96.27
183.25,179.48
183.57,181.31
74.88,75.59
79.76,79.38
76.93,78.16
46.33,50.92
175.98,170.94
109.43,110.3
200.91,197.12
17.74,19.45
9.78,7.32
140.99,142.27
120.07,122.63
6.78,8.18
27.2,29.19
146.6,148.49
12.22,13.93
128.22,127.85
35.94,36.45
70.89,70.96
72.1,72.51
47.71,45.16
93.36,91.46
15.31,13.46
93.22,94.29
67.89,65.93
200.89,198.77
124.16,126.99
138.4,142.33
59.46,61.98
80.29,80.19
46.0,46.75
100.65,104.37
169.55,169.15
97.34,97.22
95.99,95.37
75.3,77.17
108.25,106.76
142.13,143.56
178.39,178.14
86.08,87.31
16.46,14.0
197.76,198.97
122.92,124.79
44.4,43.19
85.61,86.26
195.48,197.51
125.62,124.96
51.24,51.03
174.28,172.74
69.17,66.71
11.09,8.6
154.55,152.03
60.54,57.62
190.93,190.27
168.43,171.64
166.48,167.02
56.7,52.39
181.12,185.88
178.26,178.52
63.82,63.78
102.71,100.57
152.34,150.55
186.22,181.85
176.96,176.2
150.44,151.09
41.3,44.4
47.41,46.36
141.42,142.18
155.08,157.29
22.74,21.48
127.42,125.09
34.21,33.34
123.15,118.37
50.32,48.06
195.48,192.73
124.46,126.02
130.32,125.06
185.21,186.16
106.62,106.02
196.7,195.29
124.21,125.44
87.8,88.24
28.34,30.99
172.74,170.66
126.57,124.15
96.12,100.68
188.48,192.83
71.27,74.13
161.4,160.79
171.72,168.48
157.23,157.91
106.78,111.84
35.05,38.57
149.21,148.23
27.01,25.0
67.74,68.0
104.9,102.02
82.72,79.99
100.54,105.08
149.45,151.79
68.73,68.35
96.28,97.27
34.56,39.16
93.67,91.98
22.62,23.87
30.24,29.96
17.85,16.88
163.78,165.51
122.35,122.06
23.94,26.44
181.45,183.1
195.01,199.15
45.6,46.47
155.52,151.78
31.79,31.1
127.01,125.07
160.77,158.42
155.15,155.82
27.96,26.36
49.18,51.48
44.72,49.6
109.36,112.78
164.27,163.13
54.78,55.78
49.91,51.03
174.08,170.51
15.33,17.4
38.88,41.73
178.01,177.74
132.47,129.32
150.65,149.57
189.85,190.37
117.61,113.52
41.78,41.84
145.64,150.29
46.38,49.86
117.29,115.61
114.6,114.41
103.57,103.98
194.99,198.17
55.84,53.14
182.19,184.64
12.74,12.06
117.07,120.3
109.44,111.43
75.99,79.99
65.33,64.28
121.0,121.38
165.88,166.48
141.6,140.18
129.69,127.34
65.33,65.01
176.43,174.43
105.59,103.18
131.62,134.43
13.59,13.41
30.48,29.11
125.38,123.96
96.72,96.11
109.3,110.66
188.76,184.4
71.54,70.74
64.05,66.12
194.61,193.1
144.07,145.15
16.76,20.95
138.82,137.37
136.55,136.98
72.26,67.62
156.15,152.24
124.01,123.61
85.62,87.63
115.28,119.89
16.56,20.12
53.45,51.11
121.31,123.82
81.29,83.9
52.73,48.51
85.25,85.76
64.66,67.41
99.15,103.92
81.94,80.48
190.99,190.62
100.58,103.33
166.23,166.15
39.6,40.24
57.23,56.89
139.33,134.79
168.96,169.4
33.39,32.78
190.54,188.97
6.53,8.14
92.29,93.16
130.83,130.43
191.17,188.08
183.05,182.6
152.27,153.57
75.17,75.94
141.38,145.61
192.16,195.28
77.65,73.84
136.95,133.87
18.2,19.48
108.22,106.72
95.13,99.34
86.89,88.65
25.54,22.86
68.56,63.14
73.27,74.95
194.07,191.16
59.1,58.75
92.65,89.18
79.38,76.45
189.99,193.76
51.31,48.22
19.21,20.13
107.01,110.77
97.77,97.63
69.19,70.3
146.29,143.13
105.68,104.94
119.11,119.6
50.49,48.03
84.07,84.96
34.78,34.98
168.88,163.53
128.57,128.48
174.23,169.47
63.6,64.09
42.95,43.34
133.53,135.7
140.75,140.6
19.55,18.35
53.07,51.76
37.22,39.35
121.37,125.02
177.09,180.18
177.86,174.6
66.61,68.18
160.05,158.79
59.03,55.16
158.74,160.31
80.78,79.83
79.58,80.43
38.32,37.33
139.99,138.42
35.31,36.44
49.79,48.96
49.95,46.27
178.21,180.26
136.92,138.24
72.1,73.24
186.1,186.01
19.08,23.29
19.25,21.79
30.68,30.25
152.77,156.07
187.55,189.31
178.67,174.2
89.93,89.16
111.58,111.1
190.88,190.09
103.99,105.24
143.52,147.1
151.12,152.65
64.86,61.04
28.91,25.01
10.85,9.46
97.58,95.65
172.45,175.38
128.93,129.4
63.8,63.04
51.3,54.41
188.77,187.03
29.96,28.5
14.05,13.59
80.9,80.12
16.27,12.95
111.32,109.2
173.09,174.37
185.94,183.04
124.01,127.67
137.59,133.74
176.67,175.35
145.38,145.31
169.85,171.98
81.65,83.36
154.02,151.51
23.86,25.52
87.27,86.06
76.78,76.19
127.15,128.42
50.35,51.39
103.59,100.2
85.21,85.81
83.48,80.7
114.7,114.88
152.1,155.71
144.64,147.23
62.57,63.09
68.86,67.12
84.15,83.17
184.01,183.34
43.54,38.19
113.14,117.53
167.26,168.7
198.94,198.3
111.19,111.7
140.32,145.19
112.23,115.05
67.62,68.84
98.52,100.33
124.36,124.14
165.44,165.91
53.14,51.44
16.08,19.62
104.91,103.45
80.03,80.31
61.4,59.85
186.72,186.59
105.54,103.34
117.67,122.42
85.37,88.83
125.88,127.28
157.2,158.49
68.83,71.55
135.77,139.64
120.55,118.07
21.4,21.74
106.05,106.81
61.36,64.1
62.71,64.72
185.66,183.06
38.53,41.12
104.06,101.76
35.04,37.41
110.1,111.51
97.02,97.85
14.06,14.38
97.5,96.05
77.46,76.04
171.07,167.66
12.86,9.58
109.83,107.46
23.45,23.42
74.75,74.43
38.58,40.55
27.62,27.1
83.76,83.04
93.63,97.5
128.27,130.83
151.89,147.28
25.27,23.71
135.18,138.96
157.07,157.24
57.93,61.22
162.91,160.41
138.91,137.12
18.59,18.01
41.63,36.66
147.0,144.52
37.85,38.16
18.8,18.16
106.15,106.8
8.86,7.49
146.94,146.1
64.99,66.54
179.31,179.04
81.26,82.68
197.63,195.77
69.36,70.15
80.23,77.43
81.68,80.45
114.69,118.89
116.3,116.54
82.7,82.81
188.43,189.38
104.15,101.37
54.47,52.67
31.85,31.65
31.47,29.81
140.16,142.4
158.88,154.84
58.37,58.66
89.87,87.87
157.34,154.93
100.55,102.0
137.52,137.93
140.39,143.31
121.23,123.66
63.48,65.86
118.87,118.33
97.77,100.67
43.91,44.45
161.52,165.32
149.64,148.64
173.8,174.83
176.16,180.05
79.91,82.73
151.29,151.9
127.3,123.78
177.49,176.29
118.41,118.51
194.42,191.52
129.54,129.33
163.43,161.41
145.57,146.44
171.41,172.4
47.75,47.56
49.2,49.14
38.46,39.84
22.1,20.06
56.44,57.28
33.66,36.1
134.29,136.99
93.09,93.1
31.66,32.71
77.71,77.48
195.49,190.1
9.52,12.68
185.58,186.87
11.01,13.58
53.4,50.61
197.27,201.55
201.55,198.78
89.15,87.85
107.38,109.05
71.82,72.74
123.08,124.93
97.25,94.25
58.96,62.59
145.02,146.9
191.45,193.98
191.1,189.1
147.88,147.57
157.66,153.68
186.15,185.64
155.12,153.69
36.46,37.31
43.89,44.62
68.58,66.51
93.66,95.34
147.24,144.41
56.53,60.93
112.9,111.96
129.33,133.41
65.4,63.89
78.67,78.19
192.08,190.42
189.39,186.47
49.25,49.34
188.79,192.36
19.05,17.28
190.39,187.49
38.64,37.76
103.46,100.34
104.66,104.98
174.35,172.84
92.31,91.48
129.71,129.29
152.21,154.44
193.76,196.37
41.25,41.92
83.49,86.92
29.37,26.66
165.13,170.84
48.55,45.01
86.46,87.71
26.49,30.15
182.9,181.26
50.66,53.03
145.85,150.44
127.66,128.99
138.92,143.32
150.31,147.76
91.42,94.38
140.22,141.34
19.65,18.32
178.64,177.02
44.25,46.53
109.07,106.72
50.4,46.04
146.24,144.13
178.81,178.95
128.54,130.13
75.31,77.59
129.01,127.28
139.23,138.62
86.76,88.9
92.24,89.61
63.59,64.0
138.14,140.01
76.99,76.41
177.35,175.61
68.39,72.83
187.65,189.42
117.93,116.99
67.71,68.17
9.74,10.17
112.5,116.42
91.69,93.8
138.54,141.7
133.81,132.75
136.3,135.14
200.2,199.29
199.56,200.62
111.2,108.56
196.94,199.68
167.11,165.51
107.74,104.17
185.4,182.02
196.15,194.45
31.47,26.3
52.39,48.2
71.7,75.28
94.71,98.03
71.2,73.17
146.21,144.08
77.49,74.05
56.01,55.82
129.97,128.57
160.62,160.21
27.18,31.56
183.38,181.52
94.63,90.24
162.46,161.53
19.62,19.84
96.54,94.54
68.58,65.86
106.01,105.41
35.43,35.88
109.33,112.61
70.78,72.4
128.88,126.89
174.41,174.68
97.23,100.06
68.76,71.63
106.44,107.36
143.73,146.45
38.58,34.82
193.01,194.43
66.7,62.02
52.38,51.66
49.58,49.44
85.32,82.4
60.68,57.82
136.61,133.71
151.88,152.17
167.03,163.98
197.69,200.23
42.31,43.65
188.0,190.41
187.9,186.94
87.85,82.95
48.41,47.82
132.94,134.21
34.26,30.25
191.45,189.54
8.11,12.31
92.79,94.86
137.67,138.41
9.24,9.24
42.44,42.03
143.16,145.87
127.8,128.01
112.31,107.97
125.5,122.58
130.37,135.0
68.93,69.9
106.39,105.6
190.86,190.56
27.21,28.9
72.36,68.04
34.07,34.52
