uber_cost,taxi_cost
39.09,35.67
123.65,124.28
7.84,7.78
120.91,119.71
159.56,155.96
180.21,180.13
70.82,68.57
192.92,195.26
134.13,129.36
15.75,14.25
104.36,102.67
180.95,181.7
119.13,120.85
156.17,153.83
125.13,126.2
18.79,18.72
65.24,65.0
67.47,69.08
24.84,21.14
156.53,154.78
59.02,61.63
182.93,183.44
164.19,164.18
61.54,62.78
131.53,131.12
63.14,61.26
105.3,102.71
14.72,12.77
197.06,200.38
16.06,12.54
124.12,123.33
172.38,170.17
153.05,153.1
65.76,65.97
126.17,127.08
33.77,30.25
130.86,127.88
105.06,106.46
152.64,152.04
161.91,165.1
85.43,84.79
100.04,98.26
53.28,57.04
152.12,154.95
108.52,106.95
72.9,72.58
130.99,130.72
61.26,61.63
54.78,55.9
169.84,173.11
10.43,11.78
91.57,96.82
36.53,33.28
40.01,45.08
55.48,58.92
64.34,61.92
29.47,27.24
45.58,45.14
40.5,38.72
43.65,43.8
112.26,110.27
77.49,80.58
56.18,59.3
9.69,9.53
175.3,174.39
134.94,139.82
154.34,156.58
142.94,142.23
196.71,201.98
11.41,11.28
62.05,63.84
94.11,93.99
78.89,75.81
66.37,67.15
75.05,78.75
174.31,173.84
48.39,48.27
193.1,193.43
31.52,34.17
25.46,25.79
27.11,28.74
129.43,128.46
7.0,10.6
196.53,194.98
170.73,167.79
70.28,67.65
84.62,82.72
104.97,104.23
83.59,84.03
184.83,187.93
196.59,198.5
193.42,191.22
144.43,140.15
64.46,64.04
51.29,52.65
185.33,184.34
69.72,64.43
184.82,182.97
168.56,169.01
104.21,108.85
163.99,165.56
201.67,201.05
113.57,112.7
18.66,17.11
172.42,171.77
69.56,68.09
126.16,127.62
178.19,180.64
20.01,21.26
69.46,68.99
84.77,85.84
59.82,59.11
21.09,21.77
159.83,162.29
175.66,175.14
167.65,169.33
28.01,29.21
115.35,111.1
55.52,55.51
70.18,68.78
58.55,60.14
124.93,125.25
183.16,184.27
114.16,111.0
58.76,60.33
125.67,125.25
28.06,25.16
88.58,89.38
153.79,155.81
82.24,82.02
17.84,15.94
123.15,124.35
157.58,161.49
62.59,63.8
131.99,132.11
187.69,190.34
36.0,35.55
168.21,172.64
21.44,25.93
67.99,64.67
181.05,183.12
64.32,62.82
65.32,69.92
6.78,8.01
13.51,14.61
113.37,117.57
82.44,79.93
129.58,128.72
72.18,73.74
78.63,75.97
126.49,129.34
31.41,29.12
157.6,158.98
60.77,57.27
23.86,24.59
186.79,186.67
196.88,193.84
151.59,150.0
49.16,46.97
188.14,185.19
159.98,157.89
39.51,37.42
115.89,119.76
168.78,169.5
103.89,105.31
40.89,37.85
189.32,193.47
110.54,115.44
26.19,25.81
141.26,138.95
59.67,63.14
70.65,72.52
84.69,81.36
99.41,96.34
130.6,131.69
81.62,79.43
17.01,19.21
131.14,135.1
58.18,57.44
132.53,131.28
190.38,191.01
150.82,151.54
11.82,10.57
19.79,19.9
80.74,85.4
19.34,19.3
190.25,193.76
126.97,125.77
52.02,51.05
191.08,186.8
135.25,137.01
11.69,13.04
121.37,122.11
141.39,141.18
114.47,112.83
24.24,23.25
130.11,127.84
191.93,188.46
33.94,30.06
118.87,118.25
49.15,51.76
36.52,37.36
87.12,85.01
170.94,170.74
104.39,102.55
161.94,159.06
128.33,127.39
173.8,178.07
115.15,115.66
44.85,43.09
118.24,118.2
176.62,180.47
35.47,37.84
70.63,74.22
38.91,38.93
50.76,46.99
15.94,14.24
174.05,174.78
15.9,13.22
82.34,80.99
10.9,9.24
115.82,111.51
111.05,115.1
162.83,165.44
126.88,124.14
143.8,142.56
11.74,10.18
19.32,14.49
91.48,94.82
129.19,129.39
51.12,54.05
103.58,106.38
170.9,171.11
123.39,127.44
82.79,80.48
157.44,152.08
170.28,171.21
68.19,72.21
186.12,188.11
130.21,129.51
91.92,96.14
167.9,169.11
15.4,13.7
111.57,114.34
183.86,188.74
186.5,182.97
184.87,181.28
59.14,57.14
17.48,20.0
82.97,81.09
48.65,45.97
137.53,142.11
92.21,91.02
117.97,116.86
10.65,11.22
191.23,188.99
19.93,18.15
163.52,162.42
130.6,125.56
186.34,186.14
146.67,145.55
142.42,143.07
148.77,147.88
143.09,146.33
23.1,22.96
160.22,159.4
109.18,107.39
72.19,72.35
174.23,175.95
176.28,178.75
62.56,64.1
86.81,83.25
69.09,70.85
168.78,169.8
88.6,87.66
30.87,31.73
54.03,51.08
90.78,89.44
130.99,128.38
28.64,30.57
41.48,38.77
128.67,130.05
116.56,116.77
189.8,186.8
173.34,171.56
24.4,19.13
68.03,65.91
66.29,63.65
129.0,132.7
130.99,131.29
62.07,58.43
79.31,81.4
141.92,146.18
90.5,92.86
76.95,76.05
195.71,196.13
66.89,64.39
83.34,84.07
10.17,12.82
141.01,141.83
65.25,63.1
149.35,147.31
117.27,117.86
12.44,12.04
118.09,119.52
52.79,53.46
133.15,135.69
15.13,16.6
16.2,15.49
184.27,185.85
181.65,180.08
77.26,78.19
150.78,149.65
145.52,142.76
141.56,139.92
28.67,28.18
187.73,187.08
187.69,188.65
153.34,153.05
33.38,38.62
106.56,107.78
8.35,10.04
87.64,85.85
164.61,164.82
9.57,10.32
116.53,117.45
57.64,55.9
169.34,168.39
182.96,184.71
87.61,84.49
136.22,135.93
18.77,17.84
24.95,21.3
159.73,163.07
155.54,158.41
101.76,105.24
183.24,180.99
48.12,46.28
114.38,115.7
141.42,137.18
139.77,137.98
129.76,132.8
176.84,173.2
162.72,163.62
186.77,183.45
103.73,99.07
128.49,131.73
43.35,40.3
67.92,71.9
15.96,13.68
29.91,25.69
124.36,128.32
112.45,109.98
58.24,59.79
129.74,130.34
48.57,47.95
41.49,36.83
142.91,139.03
74.89,72.76
84.47,83.94
178.7,178.79
156.84,153.44
42.24,45.37
44.59,43.57
14.47,14.01
101.5,100.45
111.12,112.48
167.65,164.3
76.87,72.9
98.97,100.71
152.49,157.54
136.38,135.32
27.71,27.26
39.6,41.62
193.7,197.54
152.64,154.15
50.55,46.03
120.81,121.97
87.14,87.01
8.59,8.37
101.3,98.97
162.94,165.9
90.95,92.07
162.51,161.04
93.74,97.18
176.18,180.48
94.68,94.16
72.88,76.27
163.09,160.48
51.09,52.39
200.77,200.98
139.13,137.99
138.68,136.72
135.35,138.71
36.15,38.85
110.99,108.91
163.43,163.29
143.2,141.55
152.87,149.03
112.71,114.87
68.21,67.68
148.94,143.17
142.89,144.01
127.34,126.4
109.78,110.94
107.36,106.53
61.32,60.19
185.75,182.08
13.84,11.08
135.17,135.61
122.49,126.22
104.01,106.37
21.37,19.28
32.05,32.71
146.89,147.72
52.23,52.4
109.67,105.14
95.27,91.54
177.95,179.18
123.73,124.3
81.35,84.41
62.91,63.33
53.17,57.06
115.45,115.13
62.33,64.04
16.7,16.95
184.3,181.42
89.9,91.62
23.87,22.38
85.86,89.74
120.82,118.8
110.96,106.12
189.35,188.98
108.78,108.48
46.91,46.92
25.99,29.92
16.52,15.59
77.13,79.4
132.72,134.19
131.51,134.91
87.43,84.69
26.2,26.76
156.26,158.27
39.17,41.78
109.66,109.5
72.09,72.54
51.93,50.62
21.17,23.76
99.44,101.54
142.59,138.27
29.43,32.8
177.17,179.97
185.92,188.3
64.27,64.0
88.2,90.86
23.62,24.58
103.79,105.66
124.56,120.65
83.3,80.36
162.19,160.58
16.09,17.55
76.65,80.49
40.78,36.4
157.13,157.23
43.32,47.92
32.24,34.99
141.5,142.36
66.9,70.68
127.0,127.91
96.83,98.67
57.12,56.41
191.6,195.07
56.87,59.41
91.49,89.75
122.53,119.6
86.22,89.52
30.91,29.1
40.15,41.85
127.87,123.89
181.73,184.31
98.96,96.2
170.52,169.95
68.84,65.49
135.77,134.71
135.61,139.31
57.62,53.67
62.51,59.0
75.83,76.94
196.12,200.3
184.21,183.85
22.39,27.18
10.24,11.46
135.99,137.93
154.82,154.06
64.54,69.56
90.91,86.46
175.07,175.61
158.13,157.46
125.53,125.78
55.68,55.79
117.4,121.89
117.98,114.65
132.08,131.09
79.45,78.23
135.78,138.49
18.73,20.43
170.31,166.05
184.23,180.38
78.96,78.54
191.85,191.28
164.04,163.71
188.54,186.77
54.11,54.21
191.45,195.87
194.25,194.1
105.03,101.08
182.55,180.9
36.97,37.05
105.05,106.59
47.37,46.96
101.62,101.75
113.46,109.21
40.64,45.04
106.42,110.28
160.4,159.21
162.11,161.37
142.4,145.59
83.96,83.99
72.25,74.6
26.42,25.53
149.66,147.1
32.5,32.94
114.61,111.34
102.44,103.44
27.59,27.33
159.57,164.77
38.14,38.25
195.05,196.64
45.44,42.65
200.77,196.0
177.94,178.05
187.77,185.74
62.71,62.23
141.38,141.03
172.79,169.2
139.73,144.25
123.19,122.51
34.38,31.34
108.82,109.77
51.84,53.08
175.18,179.03
56.09,55.63
153.12,157.99
25.58,24.11
162.24,165.83
33.34,32.0
128.38,131.7
127.64,122.69
68.28,72.45
158.61,154.16
147.42,146.13
196.4,196.1
42.65,41.42
165.41,164.94
195.95,197.26
197.35,194.58
195.69,194.78
62.73,60.85
59.62,64.56
198.37,200.96
20.58,24.56
128.49,126.35
171.24,168.64
96.9,94.51
33.33,34.0
195.83,197.17
123.93,123.26
101.65,103.0
66.7,64.46
54.35,54.38
61.97,65.78
148.92,151.94
138.73,137.5
79.37,78.81
16.97,15.18
55.04,53.63
63.66,59.28
194.08,198.14
53.95,52.39
19.51,21.02
115.59,115.74
68.83,69.32
97.95,97.49
69.59,69.23
138.77,140.02
20.3,22.37
107.13,112.25
40.2,40.62
104.65,101.55
44.19,41.87
46.16,45.16
19.21,18.9
44.89,45.55
112.13,113.8
59.2,58.85
127.38,128.29
191.78,193.77
198.65,198.45
176.42,173.31
170.92,169.51
88.44,87.86
128.2,132.25
186.5,183.96
147.93,143.26
20.26,19.43
128.52,132.89
124.0,126.87
34.92,31.78
45.71,45.92
35.4,30.37
199.14,198.66
88.24,92.39
