uber_cost,taxi_cost
42.92,42.42
137.68,137.21
79.69,78.07
13.32,14.64
74.66,73.48
168.64,169.25
179.79,182.46
111.01,107.44
142.48,141.19
24.89,25.9
13.92,9.06
127.56,125.05
77.68,79.44
46.01,43.64
139.94,136.18
179.62,180.12
111.35,111.9
177.66,176.54
118.55,120.97
53.71,56.98
106.22,110.65
104.46,105.99
100.02,103.59
163.77,162.02
33.94,32.91
142.64,142.5
66.0,66.39
98.62,102.85
98.74,97.77
35.62,32.2
78.89,80.76
142.15,144.42
140.57,135.23
55.94,53.33
164.96,159.55
70.34,70.48
51.05,51.02
56.68,53.62
57.65,58.73
156.23,156.24
60.83,61.19
18.54,17.62
104.33,105.24
173.0,172.08
185.97,185.58
108.6,108.34
84.32,86.79
154.1,157.4
57.6,59.41
125.67,126.87
12.23,11.01
61.45,62.06
86.54,85.39
28.46,32.97
6.11,6.17
43.07,46.7
47.3,51.47
168.45,167.19
98.9,97.93
33.31,34.77
111.34,108.5
61.82,58.5
35.82,35.34
30.98,31.52
12.91,13.47
7.56,5.05
95.29,90.1
94.73,89.35
194.34,195.26
89.36,90.99
68.28,71.4
129.07,132.33
13.98,15.0
69.45,69.68
155.63,153.31
127.67,126.62
196.49,195.56
32.18,31.61
74.52,76.82
56.42,56.77
165.58,165.59
137.36,134.82
61.25,58.78
129.83,127.51
11.29,11.9
97.28,100.67
161.22,165.99
77.79,78.05
175.16,174.88
123.84,125.94
140.47,142.62
147.02,146.46
29.34,26.25
159.19,162.69
173.49,169.93
104.35,102.33
186.12,181.36
9.67,9.03
58.76,57.33
145.56,141.89
23.36,21.46
53.14,49.31
169.06,173.88
25.93,26.02
44.32,42.78
160.59,158.21
72.53,71.45
63.97,62.94
159.34,156.71
16.3,17.77
23.55,22.94
97.64,100.87
55.18,53.68
162.73,165.82
48.86,49.66
140.89,138.92
126.26,121.88
170.4,171.47
166.14,166.91
83.9,83.78
155.05,150.21
29.44,30.74
85.84,83.52
71.93,69.76
119.33,118.13
24.95,21.14
100.49,104.86
52.04,54.7
196.55,192.78
22.61,25.43
67.26,68.92
15.52,17.15
154.7,151.03
70.81,71.83
28.84,32.34
117.2,122.93
53.85,55.88
72.26,72.68
195.19,198.44
125.51,122.63
51.47,51.88
135.39,135.42
189.41,190.64
108.5,108.51
187.94,185.84
12.89,12.27
28.25,28.01
114.79,114.71
71.06,71.17
79.52,78.5
74.22,75.86
197.96,199.73
178.67,180.95
14.65,13.51
54.51,58.41
24.76,21.67
82.02,83.0
167.61,169.31
190.82,189.07
116.96,115.52
11.74,10.41
165.41,161.36
192.37,190.68
196.54,198.41
79.69,80.8
118.52,116.68
11.11,15.19
93.36,93.49
132.32,132.1
160.8,157.26
72.03,70.66
118.07,118.42
198.38,194.86
57.05,57.41
73.22,72.6
14.69,15.65
183.79,184.76
80.95,82.64
141.25,144.37
64.43,68.94
100.7,103.17
46.32,48.72
109.06,112.97
95.03,91.65
49.05,45.44
69.07,69.2
6.83,10.25
48.89,51.59
158.4,159.98
52.17,56.49
176.52,174.77
10.39,13.95
47.24,52.07
46.81,46.32
199.04,195.6
79.73,75.94
43.66,44.28
160.25,159.19
113.91,112.41
167.26,167.41
64.88,68.56
185.0,185.44
119.25,117.73
45.44,49.14
78.89,81.54
56.61,52.16
133.75,133.98
16.36,14.02
153.21,152.1
122.32,120.86
41.67,40.71
91.73,94.49
11.03,9.3
164.96,165.81
198.19,202.79
93.79,89.66
103.4,104.27
29.43,27.71
183.59,186.62
109.97,108.88
132.54,131.49
91.89,91.99
93.46,95.99
33.73,36.37
18.77,19.03
91.29,93.48
195.63,196.42
159.06,161.47
107.67,110.3
50.02,52.86
32.37,35.05
92.99,93.44
81.99,80.3
59.02,55.38
197.87,197.9
68.71,68.88
108.89,103.85
124.54,123.75
167.25,166.36
148.42,150.06
43.0,39.3
69.53,71.56
126.4,122.53
73.99,68.6
87.31,88.26
31.56,34.89
141.48,137.7
139.54,140.65
148.44,151.98
60.1,58.02
167.74,167.55
42.85,45.05
196.66,197.77
168.96,168.17
158.68,159.33
59.36,55.9
89.78,90.81
196.2,200.96
75.13,75.39
13.07,14.54
46.86,41.93
137.72,139.22
108.91,104.25
147.72,149.25
14.86,14.47
78.73,79.85
142.41,142.92
145.26,147.08
191.01,191.88
126.91,124.45
70.18,71.7
167.94,172.45
145.02,148.72
28.91,25.45
159.79,163.87
97.79,97.58
74.17,73.16
112.09,113.56
107.73,104.09
66.39,66.78
135.28,135.68
49.9,45.57
119.76,117.04
63.0,67.57
92.51,89.55
98.34,100.18
70.37,72.02
44.24,46.48
187.73,185.27
162.37,163.61
67.99,63.09
64.2,67.59
77.49,77.52
95.62,93.21
76.95,76.14
149.29,150.32
182.64,180.6
58.91,58.7
130.71,131.87
96.17,98.91
188.93,192.33
38.57,38.39
16.87,17.53
55.91,55.19
81.97,80.78
56.61,60.9
31.91,31.74
43.94,41.51
107.84,110.05
95.98,96.92
80.18,82.92
44.69,46.1
106.34,110.19
61.31,62.65
76.57,77.68
56.89,57.87
108.7,107.53
111.5,115.3
62.53,67.98
150.82,151.6
84.85,84.71
30.79,30.68
115.93,113.36
185.93,185.49
178.95,182.22
23.31,26.65
122.01,122.7
29.63,29.64
81.82,83.89
26.1,26.73
140.09,141.05
107.73,105.57
101.78,104.06
195.7,198.44
16.87,16.95
144.39,141.94
181.12,183.51
27.38,28.84
51.5,52.86
29.32,30.26
171.6,167.37
43.48,38.02
78.14,78.56
26.47,25.59
149.88,145.3
80.9,80.12
30.56,30.65
97.5,97.89
19.13,18.61
114.77,112.87
103.21,106.03
61.21,64.8
105.53,108.58
113.61,113.03
166.98,161.97
107.48,103.44
49.15,44.68
84.95,86.54
173.24,171.92
73.99,70.09
80.01,79.33
41.02,37.37
34.97,30.24
134.3,130.81
99.25,100.68
72.59,72.22
62.21,58.51
114.81,110.37
80.62,79.37
134.98,134.5
118.52,114.08
148.38,148.9
130.87,128.32
116.76,118.52
12.43,12.79
170.77,167.05
142.86,141.41
185.06,186.65
108.6,110.65
96.17,95.49
168.42,164.3
126.01,122.06
92.24,89.85
137.58,135.01
8.48,9.34
76.17,74.54
18.74,16.95
179.01,176.69
188.98,191.61
54.77,59.5
32.37,31.01
151.56,156.58
132.72,130.05
64.42,66.05
65.26,64.31
197.73,197.77
67.81,66.63
34.25,31.18
114.53,114.19
183.43,180.57
167.91,170.34
144.49,145.43
41.53,41.21
178.2,182.73
121.78,124.37
20.15,18.47
87.78,85.48
80.43,76.74
19.06,16.99
103.05,103.65
50.81,48.54
88.67,86.79
179.17,179.54
139.03,141.3
112.05,112.48
44.37,48.73
102.29,105.25
68.2,71.15
8.57,11.86
82.82,81.21
119.22,115.74
168.85,169.72
59.94,62.5
176.49,177.57
81.44,82.44
141.83,143.9
13.28,8.77
38.99,39.71
179.19,176.2
37.25,37.29
56.69,56.26
142.47,141.16
162.76,162.94
19.96,20.32
147.83,147.44
36.86,40.55
183.44,184.6
28.93,31.83
47.88,50.22
141.13,143.78
45.97,50.98
128.93,128.98
175.07,175.84
36.58,36.78
135.65,136.39
109.55,111.01
173.37,171.27
198.07,196.41
35.57,33.82
24.09,24.34
81.81,85.55
84.61,88.44
157.55,152.24
38.07,40.55
162.9,159.62
76.93,74.12
25.02,23.64
128.33,127.8
168.14,170.4
193.39,191.28
123.45,122.4
116.53,114.3
134.43,135.6
122.15,124.73
184.72,186.54
168.87,169.48
192.98,189.09
53.28,48.02
103.35,106.17
94.16,96.19
147.53,145.7
96.64,95.52
89.73,88.11
94.45,94.22
75.6,75.71
104.74,99.44
111.38,107.63
167.46,170.71
40.15,41.92
141.36,142.21
98.28,99.85
196.87,198.64
90.33,92.46
127.37,126.95
73.54,75.0
102.46,102.67
137.35,135.72
146.12,146.59
120.32,119.76
28.99,30.75
92.2,97.06
130.06,135.46
147.33,147.67
26.76,28.53
31.16,29.14
153.99,153.95
168.54,170.18
108.25,112.91
175.87,177.89
85.84,87.66
104.04,104.34
56.17,55.37
78.05,76.61
89.06,86.5
95.75,96.08
120.79,116.92
25.28,29.21
146.96,145.59
8.38,10.27
85.31,88.45
88.18,85.71
31.98,33.49
31.25,30.64
162.1,163.22
156.13,156.4
137.81,134.45
114.65,115.88
197.89,194.38
97.27,99.5
142.63,141.06
111.89,111.01
160.55,163.71
142.22,141.87
176.85,175.52
55.01,55.29
193.75,197.01
99.02,97.14
128.18,124.77
118.66,113.54
78.8,76.89
77.66,82.15
48.41,48.33
115.58,112.93
107.79,106.77
85.78,88.97
172.75,172.63
93.64,93.34
119.02,119.67
165.98,165.67
53.93,56.06
81.4,77.33
8.07,8.66
94.78,92.35
46.62,47.04
77.5,74.99
153.3,151.59
119.08,119.02
91.69,90.16
72.59,69.61
192.72,192.57
135.0,140.97
52.28,54.54
84.04,85.29
52.48,52.85
165.02,166.67
26.81,23.65
89.36,85.5
72.4,75.64
143.61,144.22
111.15,112.77
169.68,169.67
56.56,58.03
87.88,83.51
185.99,186.56
113.83,114.33
39.82,36.23
113.27,115.24
155.42,158.3
65.49,64.73
100.45,98.4
87.16,85.78
63.41,62.41
50.95,45.94
193.37,193.46
169.07,167.37
165.01,167.27
186.5,184.74
13.17,14.36
144.68,141.85
192.17,192.05
44.85,44.23
122.33,126.79
171.43,173.66
173.39,176.37
162.13,162.51
28.64,24.94
146.21,147.86
39.08,41.43
66.2,62.89
13.59,10.01
151.97,151.81
49.34,49.63
130.49,128.65
36.17,40.79
152.45,150.48
87.13,89.51
130.64,131.74
69.7,69.59
182.75,186.1
91.13,93.77
22.84,20.83
17.31,21.55
157.7,155.68
192.1,189.71
89.48,88.06
147.54,144.29
182.25,180.61
86.11,84.91
191.82,194.75
116.24,113.26
180.46,179.68
168.43,172.65
139.95,138.95
19.07,23.13
196.61,193.33
172.13,172.47
81.18,83.9
172.75,174.1
90.18,88.32
134.53,132.2
145.18,142.63
153.19,152.44
145.51,146.42
135.97,134.27
199.61,200.92
79.31,80.08
70.24,70.42
108.56,109.74
32.98,29.18
23.95,23.84
115.97,114.79
188.69,191.77
147.1,150.19
8.17,12.25
129.8,131.95
89.12,85.55
29.2,32.25
60.42,63.81
140.17,139.09
6.66,5.26
148.69,145.43
51.35,51.42
179.0,179.58
170.48,174.14
195.59,197.55
85.89,89.76
38.68,39.79
68.76,69.78
177.18,179.78
167.65,167.44
186.1,184.98
167.3,167.68
106.91,110.58
149.7,145.95
8.21,6.17
34.25,34.38
55.66,53.95
75.65,78.04
151.79,151.69
57.04,58.68
111.12,109.87
131.56,133.61
48.48,45.68
147.53,142.06
98.5,93.53
19.37,16.22
65.68,61.22
164.73,164.45
102.63,105.93
196.66,196.47
146.82,146.73
41.5,39.86
46.8,44.19
174.38,172.78
181.83,176.12
140.23,142.33
160.38,161.58
111.02,111.82
118.3,122.2
71.46,73.69
58.87,56.82
194.07,194.13
44.7,48.59
39.0,35.72
51.48,50.88
45.96,41.43
104.18,103.66
113.14,114.85
125.89,121.49
180.69,178.3
197.77,194.94
84.25,86.38
17.19,21.05
59.5,62.4
103.99,103.77
120.33,116.59
27.83,24.59
163.53,164.87
73.68,77.57
64.13,61.09
168.39,168.03
119.64,122.14
193.95,189.05
97.95,95.22
74.05,73.73
115.07,119.59
32.54,35.84
177.16,180.6
170.8,168.54
169.53,172.85
63.23,66.89
87.35,87.57
161.64,156.29
101.84,103.57
36.19,35.11
148.42,151.5
93.3,93.29
154.42,153.59
78.32,76.52
144.86,144.67
49.1,46.28
105.0,101.67
181.0,179.39
40.03,40.89
35.82,33.77
40.44,41.94
171.69,171.4
160.44,161.43
181.79,183.5
57.15,57.09
55.33,56.84
84.68,84.96
139.35,137.69
184.42,182.69
108.57,104.03
56.14,53.99
91.64,92.88
66.63,70.07
40.99,39.39
52.95,49.32
127.18,127.8
20.9,20.2
75.15,73.66
193.07,194.82
19.99,19.69
88.64,89.06
190.84,192.0
155.72,154.73
39.36,43.22
77.23,73.05
126.45,127.41
169.08,168.35
103.7,103.91
76.77,72.25
48.03,52.0
147.46,149.97
89.28,89.41
29.21,32.84
51.8,54.87
78.64,75.45
79.51,81.8
105.69,109.03
99.95,96.68
138.63,140.11
183.42,184.72
91.77,91.71
123.23,127.92
11.31,9.38
200.88,197.29
126.46,126.48
103.17,100.51
27.26,26.36
119.52,122.18
173.95,175.22
68.96,71.92
127.47,128.54
107.85,108.63
65.27,66.64
191.08,188.74
126.46,121.7
172.79,170.95
158.18,160.58
43.52,44.72
147.84,152.59
83.8,87.35
161.86,161.68
189.89,191.91
24.66,20.59
131.3,131.77
135.31,131.57
144.73,148.4
139.39,143.72
36.79,38.89
192.09,189.02
157.17,155.6
38.16,36.4
131.64,128.06
99.68,101.55
64.01,68.78
132.83,131.5
115.7,116.45
196.03,197.61
175.91,179.02
184.37,189.15
195.17,195.06
106.96,102.03
20.86,18.49
183.76,184.58
164.2,163.95
19.95,21.78
98.29,102.3
156.34,160.5
86.88,87.05
87.3,86.29
183.65,181.26
13.98,10.31
164.58,165.62
58.42,55.62
172.33,174.4
109.51,111.51
