uber_cost,taxi_cost
132.35,130.53
46.89,42.81
186.03,188.69
161.83,160.6
40.61,42.94
16.36,21.11
114.91,114.21
32.15,29.27
40.92,38.44
74.39,77.51
40.18,36.99
195.88,195.86
135.62,136.99
141.74,140.87
134.58,136.6
69.42,72.86
189.75,189.86
171.58,167.57
122.68,121.91
173.99,178.46
152.88,155.3
152.82,147.94
95.4,92.2
58.0,61.79
198.59,196.36
189.99,189.26
121.24,120.58
192.84,191.65
63.72,66.7
167.67,165.31
181.89,183.98
140.53,141.68
164.23,166.44
14.56,13.83
156.75,159.64
88.94,85.62
109.23,113.11
69.59,68.95
62.3,65.08
82.54,78.3
189.46,189.63
53.45,52.4
22.35,23.3
101.11,100.31
184.56,185.01
168.55,171.61
21.25,21.97
181.62,178.89
30.92,29.69
80.66,79.28
179.24,176.61
101.39,102.83
191.17,190.79
166.68,164.87
140.91,136.63
188.19,187.25
33.48,34.83
75.86,78.78
94.13,95.41
60.83,61.2
155.84,151.48
155.05,151.93
72.63,71.86
18.47,20.56
72.4,68.22
113.41,110.84
48.99,48.79
39.2,36.21
68.89,65.4
55.76,55.2
20.56,24.43
109.53,111.96
42.03,41.81
106.08,103.34
11.82,10.49
92.23,90.72
121.88,121.42
52.46,56.93
170.76,170.74
113.11,109.19
72.33,76.41
7.7,7.43
87.11,88.09
186.91,187.31
95.91,93.59
182.0,179.09
65.48,65.23
43.69,44.83
153.25,154.87
114.47,113.74
29.42,27.27
122.53,124.99
89.32,86.82
84.98,80.29
150.14,149.07
91.69,91.77
130.0,132.48
144.13,142.93
33.93,37.45
29.23,26.19
44.31,47.18
124.36,128.23
183.69,184.01
174.88,171.58
115.56,120.16
159.87,162.0
185.25,189.66
82.74,79.17
93.49,90.99
181.73,179.78
56.17,55.94
82.33,79.61
153.51,157.09
16.46,17.32
171.6,172.94
50.72,51.45
86.5,88.03
131.22,134.92
83.64,86.63
83.28,87.04
87.8,87.97
82.2,85.86
8.41,13.68
99.42,95.24
132.13,129.39
156.45,151.0
21.01,24.67
17.51,15.93
35.42,35.74
87.6,85.43
151.37,154.61
153.07,154.4
140.26,140.93
42.7,40.61
24.83,25.87
50.88,46.6
154.62,158.28
177.09,177.94
144.57,145.88
93.34,95.65
90.45,92.6
110.18,113.05
154.62,154.72
31.29,32.86
14.42,14.57
64.4,62.85
140.53,138.91
31.98,30.24
100.22,104.62
60.99,58.17
39.17,40.72
75.19,79.5
192.46,190.76
152.9,154.29
77.84,74.17
83.56,84.66
191.71,191.9
126.43,129.77
120.33,121.46
144.32,142.07
108.98,109.4
84.83,86.91
116.82,111.92
90.81,88.58
49.47,46.85
128.88,128.04
43.13,39.49
120.03,125.06
8.52,8.76
166.77,165.72
135.83,139.83
