uber_cost,taxi_cost
66.99,65.02
102.13,102.77
70.87,71.39
65.56,68.06
117.5,112.42
114.52,116.87
127.47,128.91
64.0,62.31
136.52,136.7
67.68,63.68
171.32,167.8
15.08,12.72
144.99,143.48
159.66,161.28
173.36,172.42
40.25,39.64
162.98,160.2
181.26,186.31
14.97,17.89
67.1,63.29
41.08,42.27
75.85,80.92
160.66,160.09
57.12,55.65
42.2,40.44
21.94,25.1
191.47,190.63
130.07,127.15
123.7,124.27
142.11,140.36
147.31,149.98
76.51,75.38
137.22,140.44
19.64,17.0
50.38,54.41
97.67,100.73
161.98,161.15
83.4,81.88
174.12,171.42
166.41,169.43
88.19,90.45
9.0,9.72
92.78,95.76
19.8,18.09
74.57,77.52
182.74,182.99
110.13,113.12
52.55,51.53
47.35,47.71
202.54,197.43
133.38,132.34
162.41,162.35
74.03,77.67
89.97,88.15
146.01,146.55
194.4,196.96
100.4,104.24
148.52,150.91
142.64,145.53
86.76,86.16
157.26,160.81
143.88,144.18
135.39,139.45
133.4,135.12
181.54,183.57
79.78,76.89
115.86,112.84
22.64,26.84
121.17,126.94
108.46,109.89
59.85,60.74
155.81,154.99
158.77,161.69
181.06,179.41
35.41,36.21
34.12,33.99
192.7,191.9
165.66,165.34
28.73,28.02
142.1,147.84
71.55,72.78
21.48,17.82
160.58,162.33
176.77,178.47
50.73,49.97
16.21,20.88
95.6,91.02
17.59,17.56
67.05,69.8
89.01,85.51
100.35,101.4
25.34,21.09
14.03,14.87
111.36,113.8
179.89,183.64
22.43,25.66
148.52,150.04
138.38,139.92
52.81,51.57
104.14,105.12
16.8,16.83
168.07,166.72
200.3,200.11
24.35,23.61
60.31,58.78
191.05,193.6
142.09,144.74
39.01,37.31
92.25,89.65
193.1,190.0
40.51,40.43
124.09,121.65
85.44,84.27
165.92,166.44
163.33,160.06
26.66,30.77
175.05,175.85
131.38,132.94
93.44,96.58
96.09,96.42
179.15,181.22
150.6,153.16
181.43,178.7
119.01,119.05
107.72,103.07
185.29,190.68
70.95,69.5
10.01,9.0
40.87,41.5
185.36,181.08
10.86,9.64
125.06,126.3
178.21,179.1
38.75,36.72
75.27,77.81
139.71,140.1
184.26,184.86
57.97,60.7
176.75,174.5
130.82,126.66
104.33,105.12
142.62,144.19
133.71,135.58
169.13,167.4
108.63,109.71
102.79,107.91
16.87,15.12
143.17,143.87
71.27,72.88
196.68,192.28
60.17,57.94
35.59,32.07
164.65,166.54
59.31,61.27
76.68,80.41
167.28,165.7
149.28,152.93
101.93,101.04
108.64,103.63
101.82,99.67
131.91,130.64
195.14,194.94
149.51,152.0
117.38,113.48
195.83,194.34
36.28,34.76
155.64,152.2
93.56,90.35
98.88,98.14
87.34,87.63
182.76,186.21
28.47,26.4
101.6,97.79
21.69,22.44
175.56,177.09
175.84,179.12
193.42,194.13
182.67,183.81
90.78,94.4
84.84,88.71
167.55,169.37
136.23,137.46
68.0,69.12
91.68,86.29
109.51,113.37
92.46,92.18
20.42,22.48
124.2,122.96
195.48,197.44
67.16,68.82
185.32,188.37
25.47,26.92
18.05,20.49
24.11,23.97
92.66,89.07
64.15,60.87
192.53,191.69
113.99,111.38
104.66,105.47
94.72,95.39
127.88,126.52
22.1,23.61
152.43,156.8
94.07,94.54
32.41,37.97
172.65,171.02
192.84,196.91
122.49,118.51
25.92,27.47
200.04,199.32
157.12,155.86
119.37,115.49
11.73,12.75
50.79,50.45
51.96,48.16
179.71,182.95
91.48,87.69
109.55,109.16
129.86,124.55
174.43,173.33
24.17,27.33
72.18,68.28
48.74,44.95
173.87,172.24
194.3,197.41
129.26,133.09
20.95,18.97
63.21,68.49
69.53,70.3
22.52,21.42
12.52,13.32
51.25,46.85
87.8,83.99
132.78,132.68
179.04,180.57
38.19,41.95
12.04,13.95
43.41,44.95
145.81,147.82
90.87,89.3
80.22,79.29
8.4,10.18
153.88,154.21
18.2,22.0
23.68,19.48
20.92,20.31
70.95,69.69
123.14,121.75
125.09,126.02
97.86,96.8
111.96,109.13
21.35,26.27
42.76,38.11
170.93,166.5
37.56,38.16
67.59,65.89
13.73,13.4
144.55,144.85
90.89,87.27
60.93,59.21
118.69,115.19
63.51,66.22
64.12,69.14
139.67,140.06
171.13,171.15
115.45,119.39
92.19,93.3
101.2,99.73
24.76,25.95
153.67,151.06
186.57,190.03
52.38,53.54
60.76,57.9
146.18,148.09
57.76,60.46
202.24,201.4
134.51,134.4
146.33,145.9
81.49,83.4
161.58,164.72
132.94,128.97
144.79,141.31
96.32,97.22
183.93,182.78
129.31,129.23
195.08,196.14
177.75,176.06
153.62,152.48
128.69,130.58
118.33,122.29
106.92,107.15
189.21,186.92
